target,horizon,issue_time,model,n_train,n_test,n_train_users,n_test_users,positive_rate_test,auroc,macro_f1,balanced_accuracy,accuracy
active_duration,next_week,evening,history_plus_fingerprint,12082,6941,636,636,0.5074196801613601,0.9009182908950367,0.8206902667693935,0.8205696645611531,0.820919175911252
active_duration,next_week,evening,history_fingerprint_plus_today,12082,6941,636,636,0.5074196801613601,0.9025007062945669,0.8229682160590017,0.8228411012448555,0.8232243192623542
sedentary_duration,tomorrow,morning,calendar_only,13092,7481,639,639,0.4897740943724101,0.5688356030193582,0.3962631788623515,0.5080640017709787,0.4993984761395535
sedentary_duration,tomorrow,morning,recent_history_only,13092,7481,639,639,0.4897740943724101,0.7973087889389345,0.7235662446482944,0.7238554707565442,0.7235663681326026
sedentary_duration,tomorrow,morning,fingerprint_42d_only,13092,7481,639,639,0.4897740943724101,0.8032074390253668,0.7293966381979496,0.7294714707130705,0.7294479347680791
sedentary_duration,tomorrow,morning,today_partial_only,13092,7481,639,639,0.4897740943724101,0.6623213648318886,0.6062583533436237,0.6208267813035913,0.6171634808180725
sedentary_duration,tomorrow,morning,history_plus_fingerprint,13092,7481,639,639,0.4897740943724101,0.8056963761293134,0.7304579697546372,0.7305194141241265,0.7305173105199839
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,13092,7481,639,639,0.4897740943724101,0.8063905242348355,0.7307118583529734,0.7307540501983198,0.7307846544579601
sedentary_duration,tomorrow,afternoon,calendar_only,13092,7481,639,639,0.4897740943724101,0.5688356030193582,0.3962631788623515,0.5080640017709787,0.4993984761395535
sedentary_duration,tomorrow,afternoon,recent_history_only,13092,7481,639,639,0.4897740943724101,0.7973087889389345,0.7235662446482944,0.7238554707565442,0.7235663681326026
sedentary_duration,tomorrow,afternoon,fingerprint_42d_only,13092,7481,639,639,0.4897740943724101,0.8032074390253668,0.7293966381979496,0.7294714707130705,0.7294479347680791
sedentary_duration,tomorrow,afternoon,today_partial_only,13092,7481,639,639,0.4897740943724101,0.7146178238471191,0.6580660918595871,0.6622841834335707,0.6603395268012298
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,13092,7481,639,639,0.4897740943724101,0.8056963761293134,0.7304579697546372,0.7305194141241265,0.7305173105199839
sedentary_duration,tomorrow,afternoon,history_fingerprint_plus_today,13092,7481,639,639,0.4897740943724101,0.8087334528476946,0.7337658701255311,0.7337832973722476,0.7338591097446865
sedentary_duration,tomorrow,evening,calendar_only,13092,7481,639,639,0.4897740943724101,0.5688356030193582,0.3962631788623515,0.5080640017709787,0.4993984761395535
sedentary_duration,tomorrow,evening,recent_history_only,13092,7481,639,639,0.4897740943724101,0.7973087889389345,0.7235662446482944,0.7238554707565442,0.7235663681326026
sedentary_duration,tomorrow,evening,fingerprint_42d_only,13092,7481,639,639,0.4897740943724101,0.8032074390253668,0.7293966381979496,0.7294714707130705,0.7294479347680791
sedentary_duration,tomorrow,evening,today_partial_only,13092,7481,639,639,0.4897740943724101,0.7493457146436362,0.6898761241407187,0.6922326199843724,0.6908167357305173
sedentary_duration,tomorrow,evening,history_plus_fingerprint,13092,7481,639,639,0.4897740943724101,0.8056963761293134,0.7304579697546372,0.7305194141241265,0.7305173105199839
sedentary_duration,tomorrow,evening,history_fingerprint_plus_today,13092,7481,639,639,0.4897740943724101,0.8120689817902672,0.7355132488801321,0.7355409049723542,0.7355968453415319
sedentary_duration,next_week,morning,calendar_only,12082,6941,636,636,0.4921481054603083,0.5992396648230272,0.33795395308839327,0.5004406464364609,0.4927243912980839
sedentary_duration,next_week,morning,recent_history_only,12082,6941,636,636,0.4921481054603083,0.8918536050625342,0.8122168744347402,0.8121991628880363,0.8122748883446189
sedentary_duration,next_week,morning,fingerprint_42d_only,12082,6941,636,636,0.4921481054603083,0.8966743069742721,0.8157662012553201,0.8156381733021076,0.81602074629016
sedentary_duration,next_week,morning,today_partial_only,12082,6941,636,636,0.4921481054603083,0.6887336190144003,0.6182455170371378,0.6356621738336073,0.6324737069586515
sedentary_duration,next_week,morning,history_plus_fingerprint,12082,6941,636,636,0.4921481054603083,0.9001603634128921,0.819932369620942,0.8197969089972927,0.8201988186140325
sedentary_duration,next_week,morning,history_fingerprint_plus_today,12082,6941,636,636,0.4921481054603083,0.9003845898317473,0.8203216926695853,0.8201817064460943,0.8206310329923642
sedentary_duration,next_week,afternoon,calendar_only,12082,6941,636,636,0.4921481054603083,0.5992396648230272,0.33795395308839327,0.5004406464364609,0.4927243912980839
sedentary_duration,next_week,afternoon,recent_history_only,12082,6941,636,636,0.4921481054603083,0.8918536050625342,0.8122168744347402,0.8121991628880363,0.8122748883446189
