target,horizon,issue_time,calendar_only,fingerprint_42d_only,history_fingerprint_plus_today,history_plus_fingerprint,recent_history_only,today_partial_only,lift_today_over_history_fingerprint,lift_history_fingerprint_over_calendar
sleep_duration,tomorrow,morning,0.5449827810578587,0.7088842996565363,0.7100616038350256,0.7100616038350256,0.6985409444091101,0.5449827810578587,0.0,0.1650788227771669
sleep_efficiency,next_week,afternoon,0.5843681796270359,0.900364243500837,0.9013149204614035,0.9013149204614035,0.8821686745844672,0.5843681796270359,0.0,0.3169467408343676
sleep_efficiency,next_week,evening,0.5843681796270359,0.900364243500837,0.9013149204614035,0.9013149204614035,0.8821686745844672,0.5843681796270359,0.0,0.3169467408343676
sleep_efficiency,next_week,morning,0.5843681796270359,0.900364243500837,0.9013149204614035,0.9013149204614035,0.8821686745844672,0.5843681796270359,0.0,0.3169467408343676
sleep_efficiency,tomorrow,afternoon,0.5468674326639855,0.7813697497734224,0.7818824699784752,0.7818824699784752,0.7695948421745781,0.5468674326639855,0.0,0.2350150373144897
sleep_efficiency,tomorrow,evening,0.5468674326639855,0.7813697497734224,0.7818824699784752,0.7818824699784752,0.7695948421745781,0.5468674326639855,0.0,0.2350150373144897
sleep_efficiency,tomorrow,morning,0.5468674326639855,0.7813697497734224,0.7818824699784752,0.7818824699784752,0.7695948421745781,0.5468674326639855,0.0,0.2350150373144897
sleep_in_bed,next_week,afternoon,0.5139185444047482,0.8022900570786362,0.8021881644356883,0.8021881644356883,0.781672153458104,0.5139185444047482,0.0,0.28826962003094014
sleep_in_bed,next_week,evening,0.5139185444047482,0.8022900570786362,0.8021881644356883,0.8021881644356883,0.781672153458104,0.5139185444047482,0.0,0.28826962003094014
sleep_in_bed,next_week,morning,0.5139185444047482,0.8022900570786362,0.8021881644356883,0.8021881644356883,0.781672153458104,0.5139185444047482,0.0,0.28826962003094014
sleep_in_bed,tomorrow,afternoon,0.5411823712837218,0.7021467102992172,0.7033656781558825,0.7033656781558825,0.6908572030396372,0.5411823712837218,0.0,0.16218330687216065
sleep_in_bed,tomorrow,evening,0.5411823712837218,0.7021467102992172,0.7033656781558825,0.7033656781558825,0.6908572030396372,0.5411823712837218,0.0,0.16218330687216065
sleep_in_bed,tomorrow,morning,0.5411823712837218,0.7021467102992172,0.7033656781558825,0.7033656781558825,0.6908572030396372,0.5411823712837218,0.0,0.16218330687216065
steps_sum,next_week,afternoon,0.687695065532713,0.9223727879001499,0.9245549959127742,0.924002028074979,0.9155483920393238,0.7805038829060899,0.0005529678377952374,0.23630696254226602
steps_sum,next_week,evening,0.687695065532713,0.9223727879001499,0.9251228369651396,0.924002028074979,0.9155483920393238,0.8108233047152744,0.0011208088901606406,0.23630696254226602
steps_sum,next_week,morning,0.687695065532713,0.9223727879001499,0.9242070125461797,0.924002028074979,0.9155483920393238,0.7351514217879133,0.00020498447120065322,0.23630696254226602
steps_sum,tomorrow,afternoon,0.6405423417991057,0.8237491367182412,0.8274041190780586,0.825597142231808,0.8188237667204328,0.7383532193708489,0.0018069768462505298,0.18505480043270228
steps_sum,tomorrow,evening,0.6405423417991057,0.8237491367182412,0.8287888008607155,0.825597142231808,0.8188237667204328,0.764738976905149,0.0031916586289074678,0.18505480043270228
steps_sum,tomorrow,morning,0.6405423417991057,0.8237491367182412,0.8265426600214523,0.825597142231808,0.8188237667204328,0.7051731073811716,0.0009455177896442457,0.18505480043270228
wifi_unique_devices,next_week,afternoon,0.49192889789716865,0.9194338327324354,0.9331193607442415,0.9306156712932693,0.9304750207045138,0.8238083229032399,0.002503689450972235,0.4386867733961006
wifi_unique_devices,next_week,evening,0.49192889789716865,0.9194338327324354,0.9352256947687632,0.9306156712932693,0.9304750207045138,0.8570477075588601,0.004610023475493885,0.4386867733961006
wifi_unique_devices,next_week,morning,0.49192889789716865,0.9194338327324354,0.9314303082948822,0.9306156712932693,0.9304750207045138,0.7137846138997341,0.0008146370016128834,0.4386867733961006
wifi_unique_devices,tomorrow,afternoon,0.48914825019294766,0.8404836001405269,0.8621563941056218,0.8591382501099595,0.8592482786855768,0.7923905315950063,0.003018143995662359,0.3699899999170118
wifi_unique_devices,tomorrow,evening,0.48914825019294766,0.8404836001405269,0.8657937686896433,0.8591382501099595,0.8592482786855768,0.8290195354318293,0.006655518579683828,0.3699899999170118
wifi_unique_devices,tomorrow,morning,0.48914825019294766,0.8404836001405269,0.8589350672343061,0.8591382501099595,0.8592482786855768,0.686029759583067,-0.00020318287565335158,0.3699899999170118
